user_id,conversion_type,value,time_to_convert
7252,AddToCart,55.22,184
4374,Purchase,30.84,456
6111,Signup,73.27,715
2063,AddToCart,47.21,987
4964,Purchase,42.05,642
4539,Purchase,28.07,118
9426,AddToCart,17.52,567
6789,Signup,30.75,559
5998,AddToCart,54.87,808
9367,AddToCart,98.12,1183
4748,Purchase,23.36,319
6648,Purchase,85.61,61
9057,Signup,53.79,914
1622,Purchase,49.67,918
4316,AddToCart,19.31,330
6473,Signup,95.83,375
1534,Signup,20.33,402
3303,Purchase,54.92,195
5221,Purchase,29.99,740
8315,Purchase,43.5,1139
64,AddToCart,45.41,487
3145,Purchase,44.66,969
928,Purchase,34.23,1015
8902,Signup,13.0,959
8122,AddToCart,52.31,350
6066,AddToCart,9.05,24
2797,Signup,37.58,250
8085,AddToCart,22.5,613
6083,AddToCart,41.39,1152
2049,Signup,55.61,913
8901,Signup,27.05,694
1386,Signup,6.47,960
6102,Signup,6.35,1151
8418,Purchase,30.82,1044
5253,Purchase,48.41,264
2320,Signup,43.94,208
1351,AddToCart,95.03,1101
1000,Signup,57.26,233
4775,Signup,38.89,511
5215,AddToCart,83.52,401
5916,AddToCart,93.32,221
1256,Purchase,96.46,963
4157,AddToCart,72.56,529
2290,Purchase,20.48,1377
2706,Signup,7.31,852
8869,AddToCart,11.16,503
8790,AddToCart,44.99,65
778,Purchase,70.43,1265
1507,AddToCart,63.27,889
5576,Purchase,37.15,272
7731,Signup,63.2,1259
6728,Purchase,67.9,644
5212,Purchase,21.3,356
9962,Purchase,72.79,267
7303,Signup,50.41,295
4740,AddToCart,78.0,1081
2498,Purchase,30.55,635
7550,Purchase,45.91,1347
7779,Signup,93.67,732
9234,Signup,76.61,508
3761,AddToCart,26.84,678
3806,AddToCart,96.34,61
987,Signup,78.62,524
4636,Purchase,99.72,363
6105,AddToCart,47.44,1341
4205,Purchase,21.69,435
1940,Signup,39.38,919
585,Signup,71.23,731
6619,AddToCart,70.35,243
1977,AddToCart,64.74,1072
7506,Purchase,9.33,739
2674,Signup,25.05,613
909,Signup,51.86,1300
5351,Signup,69.51,1143
8390,AddToCart,40.18,945
4183,AddToCart,27.67,1014
9863,Signup,10.65,1359
8462,AddToCart,51.84,826
1444,Purchase,75.25,677
3842,Purchase,45.27,739
4773,AddToCart,21.62,252
9691,Signup,62.53,512
8809,AddToCart,94.22,1034
6021,Signup,12.74,86
173,AddToCart,10.55,70
6444,Signup,63.36,945
7120,Signup,62.86,238
5739,Purchase,8.36,169
246,Signup,38.63,1115
1649,Purchase,61.11,137
7270,Purchase,54.05,652
7038,AddToCart,86.11,1229
8944,Signup,93.8,295
2870,AddToCart,82.05,240
1278,Purchase,99.37,169
5016,AddToCart,42.88,1336
8492,Signup,89.11,1149
7800,AddToCart,74.36,13
3745,Purchase,64.79,19
2498,Purchase,39.71,677
210,Signup,67.76,458
6929,AddToCart,57.42,831
585,AddToCart,43.58,608
8582,Signup,27.7,1165
4565,Purchase,30.88,1160
3072,Purchase,12.1,947
7788,Purchase,99.55,445
8905,AddToCart,15.01,82
7033,AddToCart,81.89,1394
5960,AddToCart,20.89,900
5662,AddToCart,78.62,1361
8218,Signup,51.19,1163
6337,AddToCart,24.01,897
7607,Signup,71.88,1125
4030,Signup,32.34,961
3959,Signup,96.79,193
8539,Signup,57.12,570
9736,Purchase,7.57,935
5144,Purchase,29.55,666
7750,Purchase,28.26,345
5719,Signup,57.48,96
1579,Purchase,40.39,1302
3016,Purchase,44.48,565
9926,AddToCart,85.12,1350
1296,Signup,81.15,868
9909,AddToCart,12.59,412
2272,Signup,80.76,918
8766,Signup,90.04,876
2487,AddToCart,95.46,1140
8731,AddToCart,87.18,324
9261,Signup,51.28,1236
674,AddToCart,68.18,749
5640,Signup,19.57,451
5862,AddToCart,71.72,482
9396,Purchase,25.47,959
1341,Purchase,60.71,890
9087,AddToCart,30.55,74
6258,Signup,61.13,114
2386,Signup,34.58,730
1109,Purchase,82.74,100
546,Signup,97.4,1228
9492,Signup,51.33,1294
1145,Purchase,87.84,1149
4949,AddToCart,60.71,750
1776,Signup,93.21,733
6494,Signup,89.33,644
3613,Purchase,25.02,391
2760,Signup,16.4,925
6307,Signup,9.45,794
8722,AddToCart,62.37,866
674,Purchase,34.65,1272
5491,AddToCart,77.85,84
6518,AddToCart,30.59,491
583,Purchase,49.61,186
3601,AddToCart,79.07,243
5802,AddToCart,12.0,306
8510,Signup,82.08,1432
1282,AddToCart,64.53,515
3707,Signup,49.21,330
2981,AddToCart,19.49,134
999,AddToCart,85.75,928
5193,AddToCart,12.46,1335
4055,AddToCart,5.22,481
4505,Purchase,84.92,1128
1213,Purchase,28.04,1116
2499,Purchase,87.95,1173
4514,AddToCart,97.31,788
8389,Purchase,54.35,1377
6774,Purchase,22.94,650
173,Signup,98.65,884
616,AddToCart,44.11,499
2499,Signup,96.95,759
6381,AddToCart,68.75,500
3743,Signup,91.51,1209
631,Signup,81.58,1141
1715,AddToCart,84.62,778
2803,AddToCart,31.35,536
34,Signup,73.08,1327
5710,Purchase,54.57,571
8738,Purchase,42.06,115
4944,Purchase,15.54,252
1677,Purchase,22.52,578
5472,Purchase,59.53,924
4864,AddToCart,23.54,912
4904,AddToCart,63.05,733
351,AddToCart,91.04,475
9891,AddToCart,66.18,103
8098,AddToCart,90.18,238
2327,AddToCart,29.52,724
3666,AddToCart,79.29,12
9875,Signup,28.86,1221
4829,AddToCart,5.37,1073
751,Purchase,82.05,587
5672,Signup,26.51,680
3077,AddToCart,71.45,1073
4306,AddToCart,74.03,1252
6818,AddToCart,12.97,1075
6269,AddToCart,63.84,974
622,Purchase,51.79,707
3621,AddToCart,71.93,181
7189,AddToCart,71.57,273
5690,Purchase,67.85,1188
3636,AddToCart,44.72,463
408,AddToCart,5.08,867
2006,Purchase,44.06,603
9229,Purchase,25.77,834
5550,Signup,36.57,462
6110,AddToCart,90.88,1075
5446,AddToCart,40.37,1248
9562,Purchase,80.11,1073
163,Signup,26.99,1135
801,Signup,27.46,1192
449,Signup,92.65,1322
594,AddToCart,35.93,1258
2495,Purchase,41.86,965
2672,Purchase,48.78,842
7831,AddToCart,71.32,919
4648,Purchase,58.01,1281
1526,AddToCart,35.1,772
2263,AddToCart,88.41,398
2798,Purchase,57.47,1420
1124,Signup,19.14,214
4511,Purchase,97.21,887
4411,AddToCart,54.25,265
6890,Signup,5.34,666
9205,AddToCart,38.47,660
6744,AddToCart,66.68,88
8157,Purchase,11.58,1134
9604,AddToCart,61.08,289
1055,Purchase,15.18,824
5504,Signup,16.56,1400
6379,Purchase,8.18,187
4280,Purchase,77.85,1255
6631,Signup,31.27,1375
9596,AddToCart,53.35,499
198,Signup,89.73,919
3326,AddToCart,46.23,85
9092,Signup,65.08,119
8044,Purchase,75.98,421
2843,AddToCart,19.11,94
1294,Purchase,95.99,1292
4536,Signup,34.57,580
245,AddToCart,54.88,800
1657,AddToCart,51.94,1310
6937,AddToCart,26.77,254
5482,AddToCart,81.07,260
240,AddToCart,24.77,1017
9436,Purchase,66.34,1300
9389,Signup,11.65,74
7864,Signup,92.68,699
626,AddToCart,41.15,695
8904,Purchase,88.0,1057
1129,AddToCart,43.11,173
9582,Purchase,8.58,154
2887,AddToCart,49.52,94
6489,Purchase,23.99,817
3335,Signup,72.31,1123
1161,Purchase,7.81,296
9559,Signup,14.78,1053
8421,Purchase,64.74,1164
4043,Signup,8.22,1213
1403,AddToCart,25.69,324
1242,AddToCart,48.12,686
5863,Signup,50.97,1433
9400,Signup,28.08,305
1120,Signup,76.51,388
643,Purchase,13.02,65
1548,AddToCart,42.08,663
2805,Purchase,38.48,248
9316,Signup,16.87,955
6143,Purchase,51.99,415
1919,Purchase,23.73,652
2680,AddToCart,45.24,662
8712,Signup,85.69,894
252,Signup,55.41,408
9197,AddToCart,93.21,79
6379,Signup,47.86,1306
3070,AddToCart,94.08,918
4014,Signup,47.41,796
5583,Signup,7.75,744
6910,Purchase,55.0,111
821,AddToCart,95.48,1051
1022,Signup,94.31,1295
7931,Signup,6.84,775
3107,AddToCart,29.3,984
1114,AddToCart,74.18,664
1582,Purchase,31.96,722
5055,Purchase,17.91,312
7793,Purchase,89.77,549
1747,Signup,12.62,1029
5501,Purchase,73.65,1301
8920,Signup,85.03,438
2149,Purchase,61.05,478
4261,Purchase,72.04,1130
4715,Purchase,9.07,110
1301,Purchase,30.22,51
1398,Signup,25.86,917
156,AddToCart,59.19,602
6390,Signup,36.32,1229
8643,Signup,38.98,386
7742,AddToCart,69.52,1066
5870,AddToCart,41.55,10
3383,Purchase,56.77,145
8007,AddToCart,73.27,882
9172,Purchase,80.99,320
4778,Purchase,73.61,24
6667,AddToCart,98.73,1424
99,Purchase,95.47,1178
3539,AddToCart,43.55,1110
1087,AddToCart,84.15,982
9823,AddToCart,15.32,119
8281,Purchase,17.97,1016
385,AddToCart,29.68,162
5811,Signup,34.53,863
3669,Signup,50.4,59
7690,Signup,34.86,80
7431,AddToCart,55.46,679
3521,Purchase,78.69,1028
1325,Signup,15.86,737
3069,Signup,64.04,393
3073,AddToCart,63.75,505
5123,Signup,45.22,828
879,AddToCart,53.1,1245
9855,AddToCart,67.08,719
8311,Signup,81.11,1132
7806,AddToCart,54.07,102
8694,AddToCart,27.08,570
5126,Signup,22.14,862
9141,AddToCart,32.94,259
8325,Purchase,37.94,181
1628,AddToCart,87.69,1266
7906,Signup,21.77,1100
9473,AddToCart,55.03,1008
5835,Signup,70.22,254
8940,Signup,77.48,156
3152,Signup,57.43,566
4783,Purchase,32.17,124
405,AddToCart,18.44,675
5684,Signup,71.19,483
1961,AddToCart,59.6,226
5605,Purchase,80.09,1428
4142,AddToCart,61.69,1127
9657,Purchase,76.44,848
5343,Purchase,57.85,623
2821,AddToCart,78.03,1109
2779,Purchase,15.84,1307
769,AddToCart,69.62,307
1875,Signup,34.04,1263
3031,AddToCart,51.46,823
6909,Signup,42.26,541
3103,Signup,81.9,478
3212,AddToCart,68.76,447
7893,AddToCart,78.06,773
8061,AddToCart,96.25,214
6251,Signup,30.15,1167
3230,Purchase,7.39,452
1645,Purchase,26.07,1207
6917,AddToCart,63.57,105
5046,Signup,97.49,726
6756,Purchase,21.41,993
2088,Signup,78.16,840
6485,AddToCart,78.79,853
8648,Signup,62.53,913
3401,Purchase,44.38,1301
9084,AddToCart,6.61,312
8281,Purchase,43.76,1248
8385,Signup,31.42,78
9469,Purchase,96.98,184
571,Purchase,43.35,54
2791,Purchase,63.11,1088
2144,Purchase,44.58,912
8050,AddToCart,68.27,1095
6966,Purchase,70.89,1037
9896,AddToCart,87.43,103
2428,Signup,69.01,947
4401,Purchase,6.42,1412
1855,Purchase,25.39,913
5817,Purchase,91.89,748
8175,Signup,48.45,458
6865,Purchase,44.55,1064
4706,AddToCart,42.08,197
7873,AddToCart,72.81,814
6298,AddToCart,96.04,1434
6128,Purchase,23.9,204
5438,Signup,55.47,616
426,Signup,5.97,177
1716,AddToCart,9.98,1139
1780,Signup,78.61,754
5405,AddToCart,58.7,1089
8617,Purchase,73.35,676
5818,AddToCart,36.88,1334
4429,AddToCart,63.02,298
6140,Signup,13.24,1417
980,Signup,31.62,23
3526,Purchase,25.78,287
4268,Purchase,34.94,1155
4759,AddToCart,75.02,223
6648,Purchase,21.61,1412
5869,Purchase,51.82,691
4868,AddToCart,98.78,877
3191,Signup,18.06,901
3807,AddToCart,8.39,917
8709,Purchase,57.05,1281
1516,Purchase,52.34,102
3113,AddToCart,9.81,1385
8165,Purchase,77.67,1281
977,Purchase,81.04,1360
5983,AddToCart,6.14,1432
4949,Signup,75.7,654
2936,Signup,69.16,561
9788,AddToCart,29.17,988
1997,Signup,97.59,436
6654,Signup,43.5,280
652,Purchase,77.97,1108
1951,Purchase,38.44,1142
4794,Purchase,69.54,1418
2996,Purchase,96.35,874
8553,Purchase,43.78,724
156,Signup,18.05,860
5689,Purchase,78.01,1163
9372,AddToCart,85.88,524
2406,Purchase,59.66,1413
5214,AddToCart,39.14,99
8861,Purchase,64.29,753
3380,Purchase,82.11,709
6768,AddToCart,59.77,255
3888,AddToCart,30.39,367
3796,Signup,60.59,1126
8329,AddToCart,37.85,1124
4322,Purchase,60.4,1266
4214,Signup,75.76,375
6334,Purchase,78.79,825
6162,Purchase,5.88,720
2541,AddToCart,88.29,805
6350,AddToCart,44.46,1211
2883,Purchase,9.72,722
2695,Signup,23.9,233
5935,AddToCart,76.1,201
5038,Signup,90.68,614
2643,Signup,81.58,1107
7834,Purchase,21.69,839
3835,Purchase,24.6,1262
7254,Signup,49.13,655
4341,Signup,33.28,177
926,Purchase,94.45,913
5009,AddToCart,66.23,1198
7139,Purchase,48.59,1424
5504,AddToCart,81.43,972
1927,Purchase,25.91,417
8925,Signup,91.58,1322
5847,AddToCart,86.74,750
1278,Signup,74.62,446
9916,Signup,27.04,1380
2890,Purchase,7.81,887
5019,Purchase,39.14,968
9104,AddToCart,85.11,1108
7887,AddToCart,7.77,817
4187,Signup,87.21,1380
6796,Purchase,57.34,321
1256,AddToCart,18.55,973
577,AddToCart,77.22,1284
6217,AddToCart,44.45,296
3574,Signup,64.6,1276
14,Signup,31.9,1079
7388,Purchase,77.44,1414
5566,Purchase,82.53,1048
8970,AddToCart,31.56,240
7554,Purchase,38.68,187
4178,AddToCart,69.17,720
6557,AddToCart,80.4,882
9638,Purchase,83.36,613
7422,AddToCart,77.22,914
8200,Signup,8.32,1292
2816,AddToCart,85.11,873
9535,Signup,45.65,475
1880,Purchase,55.28,831
785,Signup,52.86,189
1795,Signup,25.65,732
6525,Signup,81.2,1349
5270,Purchase,98.6,1134
5473,AddToCart,84.12,1245
2705,Signup,7.22,182
857,Purchase,92.76,306
8725,Purchase,79.69,574
5198,AddToCart,90.64,641
9043,Signup,74.58,537
530,Signup,23.06,1301
6874,Signup,25.16,511
7724,Purchase,59.16,1180
54,Purchase,71.2,1260
597,AddToCart,72.86,832
6277,Purchase,12.09,639
2875,Purchase,69.27,727
7267,Signup,26.39,1258
5552,Purchase,71.34,1343
2293,AddToCart,62.54,589
9923,AddToCart,13.72,153
5602,Purchase,91.53,1371
8260,Signup,5.48,446
5417,Signup,14.01,1175
5663,Purchase,34.88,48
4048,Purchase,91.33,337
8997,Purchase,6.24,401
515,Purchase,74.35,1231
8569,Purchase,68.17,1261
5977,Signup,39.14,1327
3725,Signup,12.71,548
326,AddToCart,13.48,35
3235,AddToCart,56.79,602
7071,Purchase,30.28,501
6439,Signup,98.15,1149
9875,Signup,74.4,1355
9860,Signup,10.14,1428
4086,Purchase,20.54,44
3710,Purchase,8.43,1390
3262,Signup,47.13,597
1924,AddToCart,71.78,501
795,Signup,50.79,814
7532,AddToCart,64.42,55
7183,Purchase,47.39,1334
8519,Signup,11.19,791
1293,AddToCart,95.07,935
9318,Signup,48.69,815
309,Purchase,60.52,1289
2282,AddToCart,72.11,1301
937,Signup,15.28,853
4299,Signup,11.62,1378
5057,Signup,49.82,731
4686,Signup,23.39,1171
9082,Purchase,85.84,1016
8309,Signup,7.9,889
4797,Signup,18.29,1010
7242,Signup,32.58,1056
9195,AddToCart,21.62,579
6081,AddToCart,13.99,29
6439,AddToCart,59.29,610
7052,Signup,49.53,948
7902,Purchase,66.76,1006
7750,Purchase,38.87,48
7698,Signup,96.22,1246
9581,Signup,10.13,244
6256,AddToCart,94.91,1370
2939,Signup,68.67,740
669,AddToCart,45.26,765
4362,Signup,35.76,1070
5956,AddToCart,63.16,254
2900,AddToCart,22.15,64
8094,Signup,23.46,262
4604,Purchase,86.06,253
2906,Signup,63.62,236
277,AddToCart,5.35,190
6034,Signup,62.51,23
1577,Purchase,56.02,889
6083,Signup,55.09,927
3248,Signup,88.04,819
7880,AddToCart,65.69,155
1672,Purchase,87.76,965
739,Signup,76.75,1422
6793,AddToCart,5.05,621
7102,Purchase,52.41,1379
5976,Signup,47.89,343
3987,Purchase,52.29,413
8498,Purchase,10.26,1199
3406,AddToCart,88.91,177
6014,Purchase,46.18,893
4026,Purchase,65.49,117
4161,AddToCart,54.72,1074
6835,AddToCart,86.79,517
8277,Purchase,97.69,302
6112,Purchase,85.34,853
9685,Signup,94.16,19
7868,AddToCart,40.34,612
740,Signup,10.56,673
5580,AddToCart,52.92,82
7458,AddToCart,35.18,136
7888,Purchase,62.94,1147
2156,Purchase,18.63,127
2849,AddToCart,18.54,1328
6457,AddToCart,41.63,31
5496,AddToCart,51.73,214
160,AddToCart,15.63,434
2012,AddToCart,40.26,478
1348,Purchase,17.86,1258
8141,Purchase,25.67,393
307,Purchase,20.48,838
3368,AddToCart,73.68,1034
8444,Signup,90.33,1312
5054,Signup,80.12,370
3365,Signup,21.49,1247
1299,Purchase,33.54,1239
7915,Purchase,47.15,376
6766,Signup,67.3,963
2199,Purchase,93.48,526
5945,Signup,77.7,706
7008,AddToCart,16.13,1275
8665,Purchase,17.67,422
3132,Signup,30.41,513
4760,AddToCart,17.72,607
9752,AddToCart,60.5,499
5642,AddToCart,11.42,774
6769,AddToCart,91.5,831
4508,AddToCart,73.89,122
5967,AddToCart,85.77,644
7769,Purchase,93.03,652
6202,Purchase,13.17,364
9613,Signup,67.38,828
6652,Purchase,53.87,307
9554,AddToCart,17.41,742
8382,Signup,28.23,787
3167,AddToCart,33.94,169
5149,Purchase,53.18,1070
8698,AddToCart,71.14,189
7363,Signup,93.78,686
3974,Signup,23.78,294
39,AddToCart,63.36,1213
1466,AddToCart,96.02,699
9703,Signup,19.38,274
4264,AddToCart,62.12,1351
8027,Signup,76.16,663
8441,Purchase,49.5,490
5315,Signup,38.48,1398
685,AddToCart,13.53,137
1796,Signup,17.45,959
4945,Signup,86.19,1284
1119,Signup,64.19,683
4526,AddToCart,42.85,105
3793,Purchase,39.39,151
5682,AddToCart,98.26,1241
6617,Signup,19.72,1150
4550,Signup,20.03,108
4058,Signup,47.11,725
5626,AddToCart,40.11,1101
640,Purchase,84.61,1396
9606,AddToCart,59.88,1079
9297,Signup,7.48,1413
2026,Purchase,92.13,144
1705,Signup,29.5,368
5661,Signup,20.94,270
2276,Purchase,41.7,281
2225,Purchase,39.68,1100
4667,AddToCart,17.45,782
1016,AddToCart,20.72,57
3517,AddToCart,32.02,850
3592,AddToCart,35.36,714
7976,AddToCart,44.86,1295
8444,AddToCart,58.82,524
772,AddToCart,59.73,268
5624,Signup,96.87,1335
3678,Purchase,75.82,967
9606,AddToCart,76.14,781
7727,AddToCart,62.33,470
6562,AddToCart,33.71,545
530,Purchase,34.1,16
9861,AddToCart,90.34,375
3952,Purchase,26.8,764
8061,Signup,42.55,605
5093,AddToCart,11.31,206
132,Signup,32.39,1136
1032,AddToCart,67.38,841
1589,AddToCart,90.06,1238
6513,AddToCart,6.42,1109
8116,Purchase,90.84,577
8606,AddToCart,22.75,1305
9540,AddToCart,73.44,486
5900,Purchase,23.31,130
2776,AddToCart,44.36,1071
8932,Purchase,9.41,120
3576,AddToCart,14.22,304
9327,Purchase,8.45,130
541,Purchase,73.65,765
9565,Signup,49.05,250
1608,Signup,70.73,1109
8013,AddToCart,72.61,324
3453,Signup,21.61,650
3749,AddToCart,11.9,601
5212,AddToCart,35.84,36
189,Signup,80.37,1035
2628,AddToCart,11.93,1218
8353,Purchase,76.69,1245
7531,AddToCart,78.71,615
5644,Purchase,88.15,779
3372,AddToCart,72.15,1261
3060,Purchase,88.42,963
6708,Signup,75.77,1422
8636,Purchase,62.47,983
333,Purchase,63.13,1162
3542,AddToCart,93.56,17
7045,Signup,58.11,1191
8331,Signup,35.11,395
9937,Purchase,67.15,366
9088,AddToCart,76.07,267
6077,AddToCart,14.03,515
7132,Purchase,64.16,549
6813,AddToCart,8.82,202
6667,Signup,88.26,1030
6766,AddToCart,76.67,1314
7599,Signup,61.85,89
2210,Purchase,56.25,624
4079,AddToCart,48.84,355
6702,AddToCart,88.18,1337
5238,Signup,98.72,307
3710,Purchase,50.5,760
2111,Signup,5.16,501
7194,Signup,70.46,639
5177,AddToCart,83.69,273
5448,AddToCart,63.32,731
6843,Purchase,22.88,50
7897,Purchase,92.17,1353
1710,AddToCart,23.83,959
3051,AddToCart,88.52,1245
8795,AddToCart,80.95,452
1216,AddToCart,46.19,44
2440,AddToCart,93.92,820
6629,AddToCart,77.18,875
2905,Signup,10.07,1180
5944,Purchase,53.96,1288
3368,AddToCart,5.1,1088
5834,Signup,5.94,512
7541,AddToCart,58.39,1133
1948,Signup,96.33,54
2534,AddToCart,91.92,226
464,Signup,40.5,775
1001,AddToCart,19.7,10
8697,Purchase,67.2,562
5921,AddToCart,22.54,1215
4831,Purchase,63.36,258
2377,Signup,37.34,87
7186,Signup,95.75,216
7201,AddToCart,60.46,129
1001,Purchase,88.45,751
565,Signup,16.97,518
3646,Signup,32.02,1034
5036,AddToCart,66.34,133
9537,Signup,88.41,1097
3482,Purchase,95.93,1095
6272,Purchase,98.59,496
2949,Purchase,77.05,448
6291,Purchase,67.49,1163
7461,Purchase,58.2,79
4170,Signup,78.57,1391
5953,Signup,28.87,967
5721,Signup,61.12,693
9051,Purchase,79.97,405
2656,AddToCart,11.3,534
7897,Purchase,59.63,530
2358,Purchase,85.25,10
1244,Signup,44.12,1032
8424,AddToCart,28.29,1036
284,Signup,23.41,780
2148,Purchase,86.61,852
2178,Purchase,82.42,412
382,AddToCart,5.48,158
587,Signup,65.22,173
2041,AddToCart,35.54,1361
8683,Purchase,70.64,1276
5968,Purchase,70.82,556
7202,Signup,79.96,200
4176,AddToCart,24.19,703
6222,Purchase,65.67,507
1208,Signup,62.45,903
5575,AddToCart,53.23,845
268,Purchase,76.36,271
2375,Purchase,67.84,1273
4872,AddToCart,48.21,942
4255,AddToCart,11.11,2
5533,AddToCart,73.43,736
2763,Signup,50.29,987
1904,Signup,19.86,327
1459,Signup,51.54,10
2368,Signup,97.47,409
4423,Signup,10.55,680
8801,Signup,70.64,1236
7043,AddToCart,9.54,289
563,Signup,76.73,169
6827,Purchase,19.24,636
322,Purchase,29.17,579
8554,Purchase,92.69,1128
5395,Purchase,99.04,1309
2052,AddToCart,90.18,1098
4046,AddToCart,67.18,436
1760,Signup,50.54,400
7854,Signup,98.96,638
8794,Signup,78.88,1041
2683,Purchase,28.57,131
5533,Purchase,79.98,513
551,AddToCart,61.71,288
278,AddToCart,78.14,373
2848,Signup,34.26,546
3950,Purchase,47.27,944
2761,AddToCart,39.77,17
6902,Signup,75.73,179
1992,Purchase,22.51,791
9822,Purchase,91.76,659
9071,Signup,12.57,181
2634,Signup,79.67,1136
7616,AddToCart,97.96,84
4311,Signup,24.62,1008
6967,Purchase,24.17,185
3398,Signup,48.16,262
3850,AddToCart,30.24,442
7819,AddToCart,56.21,1324
644,Signup,20.0,854
8780,AddToCart,61.32,880
1535,Purchase,82.4,1089
7851,AddToCart,55.87,163
7940,Signup,19.75,385
2001,Signup,82.89,141
2351,Signup,14.02,294
706,Purchase,44.78,674
2121,AddToCart,13.48,1115
7290,AddToCart,65.74,447
2443,Purchase,20.57,613
6551,AddToCart,26.74,1141
9333,Purchase,62.07,70
5214,Signup,82.54,483
9053,Purchase,61.8,1234
6218,AddToCart,13.69,15
3717,Signup,71.53,417
7625,Purchase,63.68,586
7447,Signup,20.18,800
6703,AddToCart,16.64,903
3871,AddToCart,25.84,1430
8707,Purchase,61.21,582
9612,Signup,7.52,1354
8942,Purchase,17.14,1424
6073,AddToCart,81.38,1133
9688,AddToCart,14.59,673
6842,AddToCart,98.02,1400
5543,Signup,12.99,647
1660,Purchase,13.24,970
5794,Signup,9.47,278
8966,Purchase,27.3,1418
7115,Purchase,38.67,401
3211,AddToCart,38.89,209
4800,AddToCart,68.97,1196
6067,AddToCart,40.93,306
536,AddToCart,94.9,29
3876,AddToCart,99.8,476
5114,Purchase,15.01,400
2685,AddToCart,43.39,706
734,Purchase,36.44,1193
637,AddToCart,24.06,841
6862,Purchase,86.46,56
1665,Purchase,52.07,335
9355,Signup,89.61,196
1890,Signup,31.45,545
9795,AddToCart,81.81,994
4684,AddToCart,75.31,1269
7170,AddToCart,8.5,646
6983,Purchase,39.3,470
413,Signup,65.06,1390
3096,Signup,66.67,28
9814,Signup,13.94,1102
5626,AddToCart,99.47,743
4566,AddToCart,26.92,374
8722,Signup,67.37,1285
2822,Signup,98.87,781
9564,Purchase,40.94,977
1631,Purchase,38.13,1426
9189,Purchase,72.99,683
3068,Signup,5.83,1267
468,Signup,80.96,956
7778,AddToCart,52.5,944
4698,AddToCart,92.23,1182
5130,AddToCart,87.89,846
5153,Purchase,13.5,271
9833,Purchase,96.65,61
7020,AddToCart,43.65,512
2480,Purchase,90.32,784
1115,AddToCart,92.04,231
2040,Signup,99.9,470
8462,Purchase,20.6,572
387,AddToCart,98.15,1150
3686,Signup,9.86,1034
1219,Purchase,88.44,619
2902,Purchase,7.31,1358
8059,Purchase,6.97,279
7058,Purchase,29.86,626
7419,AddToCart,55.94,822
1755,Purchase,97.81,242
9898,Signup,57.33,267
3157,Purchase,97.93,178
1297,AddToCart,70.57,897
3259,AddToCart,40.47,578
4641,Purchase,76.62,487
8169,Signup,31.62,696
5775,AddToCart,74.9,403
5299,Purchase,49.41,82
9673,Purchase,93.72,1357
43,AddToCart,26.37,1181
197,Purchase,83.82,1409
203,Signup,83.24,1123
294,Purchase,9.24,76
4112,AddToCart,63.63,101
3032,Signup,89.37,1157
4018,AddToCart,59.1,609
8133,Signup,93.94,918
2331,Purchase,48.27,1334
5855,AddToCart,10.12,381
408,Purchase,10.31,1346
1245,AddToCart,92.71,910
4799,Purchase,29.73,1238
6483,AddToCart,51.86,204
4406,AddToCart,14.54,1069
2196,AddToCart,53.78,424
3857,Signup,66.13,916
3508,Signup,95.87,1199
3551,AddToCart,65.27,1243
8777,Purchase,40.82,1033
3675,Purchase,40.24,2
4142,Signup,30.5,178
1639,AddToCart,38.84,304
5203,Signup,30.41,1115
9459,Purchase,62.97,109
3837,Signup,7.48,227
3140,AddToCart,18.24,1412
5757,AddToCart,64.49,1259
9192,AddToCart,63.51,1020
9581,AddToCart,15.52,170
9313,Signup,52.98,133
9518,AddToCart,94.14,22
4481,Purchase,37.68,100
2128,AddToCart,74.1,991
4919,Purchase,80.87,1243
4003,Purchase,11.85,786
835,Purchase,98.09,596
4428,Purchase,63.73,243
8681,AddToCart,21.35,1223
1050,Purchase,16.24,1073
2204,Signup,68.29,649
697,Purchase,71.93,502
1388,Purchase,30.36,190
9015,Purchase,16.56,422
9690,AddToCart,48.44,919
9539,AddToCart,21.32,597
614,AddToCart,33.13,1297
99,Signup,67.51,1287
1426,AddToCart,63.39,1371
8476,Purchase,71.49,379
3636,Signup,77.29,220
6503,Purchase,48.53,852
9395,Purchase,90.07,657
5627,Purchase,30.16,1302
8364,AddToCart,35.3,567
9507,Signup,13.16,975
6520,Purchase,48.1,935
6760,Purchase,27.29,1137
1897,Signup,53.08,80
1255,Purchase,50.04,682
6103,Purchase,88.7,221
6240,Signup,30.56,954
1748,Signup,6.28,231
4347,Signup,91.34,440
2903,Signup,77.47,1294
8320,Purchase,60.98,388
9437,Purchase,59.34,403
6864,Signup,9.64,666
1295,Purchase,38.31,1059
880,Signup,83.65,994
327,AddToCart,24.83,1097
8752,Purchase,85.49,170
5301,AddToCart,67.24,630
1061,Signup,29.18,1206
931,AddToCart,85.12,75
6427,Signup,69.55,1391
713,Signup,20.45,148
1831,AddToCart,11.68,451
9716,AddToCart,61.31,1270
6360,Signup,82.96,738
8893,Signup,72.97,596
6323,Purchase,38.7,438
8409,Signup,44.06,482
2392,Purchase,7.76,1004
6160,AddToCart,76.38,335
5779,AddToCart,22.15,178
2126,Purchase,80.38,631
3968,Purchase,30.89,1140
8121,Signup,24.07,1210
2128,AddToCart,80.88,261
3976,AddToCart,15.76,683
9658,AddToCart,49.49,1085
