user_id,age_group,region,device_type
5200,45-54,APAC,Mobile
5201,35-44,Americas,Tablet
5202,35-44,EMEA,Mobile
5203,18-24,EMEA,Desktop
5204,55+,Americas,Desktop
5205,35-44,EMEA,Desktop
5206,18-24,Americas,Tablet
5207,45-54,APAC,Desktop
5208,35-44,APAC,Desktop
5209,55+,Americas,Desktop
5210,35-44,APAC,Mobile
5211,45-54,Americas,Mobile
5212,35-44,EMEA,Mobile
5213,55+,EMEA,Mobile
5214,18-24,Americas,Mobile
5215,55+,EMEA,Mobile
5216,18-24,APAC,Mobile
5217,25-34,EMEA,Desktop
5218,55+,EMEA,Desktop
5219,55+,Americas,Tablet
5220,45-54,APAC,Desktop
5221,35-44,EMEA,Mobile
5222,18-24,EMEA,Mobile
5223,18-24,Americas,Tablet
5224,45-54,Americas,Desktop
5225,45-54,APAC,Desktop
5226,35-44,EMEA,Tablet
5227,35-44,Americas,Mobile
5228,55+,Americas,Mobile
5229,25-34,Americas,Mobile
5230,35-44,APAC,Mobile
5231,45-54,Americas,Tablet
5232,35-44,APAC,Desktop
5233,18-24,APAC,Mobile
5234,25-34,EMEA,Desktop
5235,55+,EMEA,Desktop
5236,18-24,APAC,Mobile
5237,18-24,EMEA,Mobile
5238,25-34,EMEA,Mobile
5239,55+,Americas,Desktop
5240,45-54,EMEA,Tablet
5241,55+,APAC,Mobile
5242,35-44,EMEA,Desktop
5243,18-24,Americas,Desktop
5244,35-44,APAC,Mobile
5245,45-54,EMEA,Tablet
5246,35-44,APAC,Mobile
5247,55+,EMEA,Mobile
5248,35-44,Americas,Tablet
5249,45-54,EMEA,Mobile
5250,45-54,APAC,Mobile
5251,45-54,APAC,Tablet
5252,55+,APAC,Desktop
5253,45-54,EMEA,Desktop
5254,18-24,EMEA,Desktop
5255,45-54,EMEA,Desktop
5256,35-44,Americas,Desktop
5257,35-44,Americas,Mobile
5258,35-44,Americas,Tablet
5259,55+,APAC,Desktop
5260,35-44,APAC,Tablet
5261,55+,APAC,Desktop
5262,55+,APAC,Mobile
5263,45-54,APAC,Desktop
5264,18-24,EMEA,Desktop
5265,45-54,APAC,Tablet
5266,45-54,EMEA,Tablet
5267,55+,Americas,Mobile
5268,55+,Americas,Tablet
5269,35-44,Americas,Tablet
5270,35-44,Americas,Tablet
5271,45-54,Americas,Mobile
5272,25-34,APAC,Mobile
5273,25-34,APAC,Mobile
5274,35-44,APAC,Tablet
5275,25-34,Americas,Tablet
5276,35-44,Americas,Mobile
5277,55+,EMEA,Tablet
5278,45-54,APAC,Tablet
5279,18-24,Americas,Desktop
5280,45-54,Americas,Mobile
5281,35-44,Americas,Mobile
5282,35-44,EMEA,Tablet
5283,45-54,Americas,Tablet
5284,35-44,EMEA,Desktop
5285,25-34,EMEA,Mobile
5286,25-34,APAC,Mobile
5287,35-44,Americas,Tablet
5288,35-44,EMEA,Mobile
5289,25-34,Americas,Tablet
5290,35-44,APAC,Desktop
5291,35-44,APAC,Tablet
5292,45-54,EMEA,Desktop
5293,18-24,APAC,Tablet
5294,25-34,APAC,Desktop
5295,45-54,APAC,Desktop
5296,18-24,Americas,Mobile
5297,35-44,Americas,Tablet
5298,35-44,EMEA,Mobile
5299,45-54,EMEA,Mobile
5300,35-44,APAC,Tablet
5301,55+,APAC,Mobile
5302,45-54,EMEA,Mobile
5303,18-24,APAC,Mobile
5304,45-54,EMEA,Tablet
5305,25-34,Americas,Mobile
5306,45-54,APAC,Mobile
5307,35-44,APAC,Mobile
5308,35-44,APAC,Tablet
5309,55+,Americas,Desktop
5310,55+,Americas,Desktop
5311,55+,APAC,Desktop
5312,18-24,EMEA,Desktop
5313,55+,Americas,Mobile
5314,18-24,APAC,Tablet
5315,55+,APAC,Mobile
5316,18-24,Americas,Tablet
5317,45-54,EMEA,Mobile
5318,45-54,APAC,Desktop
5319,35-44,EMEA,Desktop
5320,18-24,EMEA,Tablet
5321,25-34,Americas,Mobile
5322,35-44,APAC,Desktop
5323,45-54,APAC,Tablet
5324,18-24,EMEA,Mobile
5325,55+,Americas,Tablet
5326,25-34,Americas,Mobile
5327,45-54,Americas,Mobile
5328,35-44,EMEA,Mobile
5329,18-24,EMEA,Tablet
5330,25-34,APAC,Tablet
5331,18-24,Americas,Mobile
5332,55+,EMEA,Desktop
5333,35-44,Americas,Mobile
5334,18-24,EMEA,Tablet
5335,45-54,APAC,Mobile
5336,35-44,Americas,Tablet
5337,45-54,EMEA,Mobile
5338,18-24,Americas,Mobile
5339,35-44,EMEA,Desktop
5340,45-54,EMEA,Desktop
5341,55+,EMEA,Tablet
5342,55+,Americas,Mobile
5343,18-24,EMEA,Tablet
5344,35-44,APAC,Mobile
5345,25-34,Americas,Mobile
5346,35-44,APAC,Mobile
5347,55+,APAC,Desktop
5348,45-54,Americas,Tablet
5349,25-34,EMEA,Mobile
5350,18-24,APAC,Mobile
5351,25-34,Americas,Tablet
5352,18-24,EMEA,Tablet
5353,25-34,Americas,Mobile
5354,18-24,Americas,Desktop
5355,18-24,Americas,Desktop
5356,25-34,EMEA,Mobile
5357,25-34,APAC,Desktop
5358,18-24,APAC,Tablet
5359,55+,Americas,Desktop
5360,25-34,Americas,Tablet
5361,35-44,EMEA,Tablet
5362,45-54,Americas,Tablet
5363,18-24,Americas,Tablet
5364,18-24,Americas,Desktop
5365,45-54,APAC,Tablet
5366,55+,Americas,Mobile
5367,45-54,APAC,Tablet
5368,25-34,EMEA,Mobile
5369,45-54,EMEA,Tablet
5370,18-24,APAC,Tablet
5371,45-54,APAC,Desktop
5372,35-44,APAC,Tablet
5373,25-34,APAC,Tablet
5374,45-54,Americas,Desktop
5375,18-24,APAC,Desktop
5376,25-34,APAC,Mobile
5377,18-24,APAC,Desktop
5378,55+,Americas,Mobile
5379,35-44,Americas,Tablet
5380,55+,Americas,Mobile
5381,35-44,EMEA,Desktop
5382,45-54,Americas,Tablet
5383,25-34,APAC,Mobile
5384,45-54,Americas,Mobile
5385,35-44,Americas,Mobile
5386,35-44,APAC,Tablet
5387,35-44,Americas,Mobile
5388,18-24,EMEA,Mobile
5389,25-34,Americas,Desktop
5390,45-54,EMEA,Mobile
5391,45-54,EMEA,Tablet
5392,55+,EMEA,Desktop
5393,35-44,APAC,Tablet
5394,35-44,Americas,Desktop
5395,35-44,EMEA,Desktop
5396,45-54,EMEA,Mobile
5397,55+,Americas,Tablet
5398,18-24,APAC,Mobile
5399,25-34,APAC,Desktop
5400,18-24,EMEA,Mobile
5401,45-54,APAC,Desktop
5402,35-44,Americas,Desktop
5403,25-34,APAC,Tablet
5404,45-54,Americas,Tablet
5405,45-54,EMEA,Tablet
5406,45-54,Americas,Tablet
5407,25-34,EMEA,Mobile
5408,25-34,Americas,Tablet
5409,55+,Americas,Tablet
5410,55+,APAC,Tablet
5411,18-24,Americas,Desktop
5412,25-34,EMEA,Desktop
5413,25-34,Americas,Tablet
5414,25-34,EMEA,Desktop
5415,55+,EMEA,Desktop
5416,45-54,Americas,Mobile
5417,35-44,APAC,Desktop
5418,55+,Americas,Mobile
5419,25-34,Americas,Desktop
5420,55+,APAC,Tablet
5421,18-24,EMEA,Desktop
5422,25-34,Americas,Desktop
5423,18-24,APAC,Mobile
5424,25-34,APAC,Tablet
5425,55+,EMEA,Mobile
5426,45-54,APAC,Tablet
5427,35-44,EMEA,Tablet
5428,18-24,Americas,Mobile
5429,55+,APAC,Desktop
5430,45-54,Americas,Tablet
5431,55+,APAC,Desktop
5432,18-24,APAC,Mobile
5433,35-44,Americas,Mobile
5434,55+,APAC,Mobile
5435,25-34,Americas,Mobile
5436,45-54,Americas,Tablet
5437,55+,EMEA,Mobile
5438,45-54,Americas,Desktop
5439,25-34,EMEA,Desktop
5440,35-44,Americas,Tablet
5441,35-44,APAC,Mobile
5442,25-34,Americas,Tablet
5443,45-54,APAC,Tablet
5444,55+,EMEA,Tablet
5445,25-34,APAC,Mobile
5446,18-24,Americas,Desktop
5447,45-54,APAC,Desktop
5448,35-44,EMEA,Tablet
5449,25-34,APAC,Tablet
5450,35-44,APAC,Desktop
5451,45-54,Americas,Desktop
5452,35-44,Americas,Mobile
5453,25-34,APAC,Tablet
5454,45-54,EMEA,Mobile
5455,18-24,APAC,Desktop
5456,25-34,EMEA,Desktop
5457,55+,EMEA,Desktop
5458,25-34,EMEA,Desktop
5459,45-54,APAC,Mobile
5460,25-34,EMEA,Desktop
5461,18-24,APAC,Tablet
5462,18-24,EMEA,Desktop
5463,55+,EMEA,Tablet
5464,35-44,APAC,Desktop
5465,45-54,Americas,Mobile
5466,45-54,Americas,Tablet
5467,35-44,APAC,Mobile
5468,18-24,APAC,Desktop
5469,18-24,Americas,Mobile
5470,25-34,Americas,Desktop
5471,55+,Americas,Mobile
5472,55+,APAC,Mobile
5473,55+,EMEA,Tablet
5474,25-34,APAC,Desktop
5475,55+,Americas,Mobile
5476,35-44,EMEA,Desktop
5477,25-34,APAC,Tablet
5478,35-44,Americas,Mobile
5479,25-34,APAC,Desktop
5480,55+,EMEA,Mobile
5481,35-44,Americas,Mobile
5482,35-44,APAC,Mobile
5483,35-44,EMEA,Mobile
5484,25-34,EMEA,Tablet
5485,45-54,APAC,Tablet
5486,55+,EMEA,Desktop
5487,35-44,Americas,Desktop
5488,45-54,EMEA,Mobile
5489,55+,APAC,Mobile
5490,55+,Americas,Mobile
5491,35-44,EMEA,Tablet
5492,35-44,EMEA,Mobile
5493,25-34,Americas,Desktop
5494,45-54,Americas,Mobile
5495,45-54,EMEA,Tablet
5496,35-44,Americas,Mobile
5497,55+,APAC,Tablet
5498,35-44,EMEA,Tablet
5499,55+,APAC,Tablet
5500,55+,EMEA,Tablet
5501,35-44,APAC,Desktop
5502,18-24,APAC,Tablet
5503,45-54,Americas,Desktop
5504,55+,EMEA,Desktop
5505,55+,Americas,Mobile
5506,18-24,Americas,Mobile
5507,25-34,EMEA,Tablet
5508,18-24,APAC,Mobile
5509,18-24,EMEA,Tablet
5510,55+,EMEA,Mobile
5511,45-54,EMEA,Tablet
5512,18-24,Americas,Mobile
5513,25-34,EMEA,Mobile
5514,35-44,EMEA,Desktop
5515,18-24,EMEA,Mobile
5516,18-24,APAC,Mobile
5517,25-34,APAC,Tablet
5518,45-54,APAC,Desktop
5519,18-24,APAC,Tablet
5520,18-24,Americas,Mobile
5521,45-54,Americas,Tablet
5522,25-34,EMEA,Desktop
5523,18-24,Americas,Tablet
5524,45-54,APAC,Mobile
5525,18-24,EMEA,Tablet
5526,35-44,EMEA,Mobile
5527,55+,APAC,Desktop
5528,35-44,APAC,Desktop
5529,18-24,APAC,Tablet
5530,25-34,Americas,Desktop
5531,55+,EMEA,Tablet
5532,35-44,APAC,Mobile
5533,45-54,EMEA,Tablet
5534,25-34,EMEA,Mobile
5535,35-44,Americas,Desktop
5536,45-54,EMEA,Mobile
5537,18-24,APAC,Mobile
5538,45-54,APAC,Mobile
5539,35-44,EMEA,Mobile
5540,35-44,EMEA,Mobile
5541,18-24,Americas,Tablet
5542,45-54,APAC,Mobile
5543,45-54,APAC,Mobile
5544,18-24,EMEA,Mobile
5545,45-54,EMEA,Mobile
5546,18-24,EMEA,Mobile
5547,25-34,APAC,Mobile
5548,35-44,EMEA,Desktop
5549,25-34,Americas,Tablet
5550,55+,Americas,Mobile
5551,55+,EMEA,Tablet
5552,55+,Americas,Desktop
5553,18-24,Americas,Desktop
5554,45-54,Americas,Mobile
5555,25-34,Americas,Tablet
5556,25-34,Americas,Mobile
5557,25-34,APAC,Desktop
5558,25-34,EMEA,Desktop
5559,55+,Americas,Tablet
5560,25-34,EMEA,Mobile
5561,45-54,Americas,Tablet
5562,55+,APAC,Tablet
5563,25-34,APAC,Desktop
5564,18-24,Americas,Tablet
5565,35-44,Americas,Desktop
5566,35-44,Americas,Mobile
5567,35-44,APAC,Tablet
5568,55+,APAC,Tablet
5569,25-34,EMEA,Mobile
5570,55+,APAC,Tablet
5571,45-54,Americas,Mobile
5572,18-24,EMEA,Desktop
5573,18-24,APAC,Desktop
5574,35-44,APAC,Tablet
5575,35-44,Americas,Desktop
5576,35-44,EMEA,Desktop
5577,25-34,APAC,Mobile
5578,45-54,APAC,Desktop
5579,45-54,Americas,Desktop
5580,45-54,EMEA,Desktop
5581,45-54,EMEA,Mobile
5582,35-44,EMEA,Tablet
5583,18-24,EMEA,Mobile
5584,35-44,Americas,Tablet
5585,45-54,APAC,Tablet
5586,35-44,APAC,Desktop
5587,45-54,EMEA,Desktop
5588,55+,EMEA,Mobile
5589,18-24,EMEA,Mobile
5590,55+,APAC,Mobile
5591,25-34,APAC,Desktop
5592,35-44,EMEA,Tablet
5593,25-34,Americas,Mobile
5594,35-44,APAC,Tablet
5595,55+,APAC,Desktop
5596,45-54,EMEA,Desktop
5597,45-54,Americas,Desktop
5598,35-44,EMEA,Desktop
5599,45-54,EMEA,Tablet
5600,55+,Americas,Tablet
5601,45-54,Americas,Mobile
5602,55+,Americas,Tablet
5603,25-34,APAC,Tablet
5604,55+,EMEA,Tablet
5605,18-24,APAC,Mobile
5606,18-24,Americas,Tablet
5607,18-24,APAC,Tablet
5608,35-44,Americas,Tablet
5609,35-44,Americas,Desktop
5610,35-44,EMEA,Tablet
5611,55+,EMEA,Mobile
5612,35-44,EMEA,Mobile
5613,25-34,APAC,Mobile
5614,18-24,EMEA,Mobile
5615,55+,Americas,Desktop
5616,18-24,EMEA,Mobile
5617,35-44,APAC,Desktop
5618,55+,EMEA,Desktop
5619,45-54,EMEA,Desktop
5620,25-34,EMEA,Mobile
5621,35-44,APAC,Mobile
5622,35-44,Americas,Desktop
5623,25-34,Americas,Desktop
5624,25-34,Americas,Mobile
5625,45-54,EMEA,Tablet
5626,35-44,EMEA,Tablet
5627,35-44,APAC,Tablet
5628,18-24,Americas,Mobile
5629,55+,EMEA,Mobile
5630,55+,EMEA,Desktop
5631,18-24,EMEA,Mobile
5632,55+,APAC,Mobile
5633,25-34,Americas,Mobile
5634,55+,APAC,Desktop
5635,55+,Americas,Desktop
5636,18-24,Americas,Tablet
5637,45-54,EMEA,Tablet
5638,55+,EMEA,Mobile
5639,55+,EMEA,Mobile
5640,45-54,EMEA,Desktop
5641,18-24,EMEA,Tablet
5642,45-54,Americas,Tablet
5643,18-24,EMEA,Tablet
5644,25-34,EMEA,Mobile
5645,18-24,APAC,Mobile
5646,25-34,APAC,Mobile
5647,25-34,Americas,Desktop
5648,18-24,Americas,Tablet
5649,35-44,APAC,Desktop
5650,18-24,APAC,Tablet
5651,55+,EMEA,Mobile
5652,55+,EMEA,Desktop
5653,35-44,Americas,Desktop
5654,25-34,APAC,Mobile
5655,35-44,Americas,Tablet
5656,55+,EMEA,Tablet
5657,35-44,Americas,Tablet
5658,18-24,Americas,Tablet
5659,35-44,Americas,Mobile
5660,25-34,EMEA,Mobile
5661,18-24,Americas,Mobile
5662,45-54,EMEA,Mobile
5663,55+,APAC,Desktop
5664,55+,Americas,Desktop
5665,35-44,Americas,Desktop
5666,18-24,EMEA,Mobile
5667,45-54,Americas,Tablet
5668,18-24,EMEA,Desktop
5669,55+,Americas,Desktop
5670,18-24,APAC,Mobile
5671,45-54,APAC,Tablet
5672,35-44,APAC,Tablet
5673,25-34,Americas,Tablet
5674,18-24,Americas,Mobile
5675,25-34,APAC,Tablet
5676,55+,APAC,Desktop
5677,35-44,EMEA,Desktop
5678,35-44,EMEA,Desktop
5679,18-24,APAC,Mobile
5680,35-44,APAC,Tablet
5681,18-24,Americas,Mobile
5682,18-24,APAC,Tablet
5683,25-34,EMEA,Mobile
5684,35-44,EMEA,Desktop
5685,18-24,EMEA,Mobile
5686,25-34,EMEA,Mobile
5687,45-54,EMEA,Mobile
5688,25-34,EMEA,Desktop
5689,25-34,APAC,Mobile
5690,18-24,EMEA,Mobile
5691,55+,EMEA,Desktop
5692,55+,EMEA,Tablet
5693,55+,EMEA,Mobile
5694,25-34,APAC,Desktop
5695,18-24,Americas,Mobile
5696,35-44,Americas,Desktop
5697,25-34,Americas,Tablet
5698,25-34,Americas,Tablet
5699,18-24,EMEA,Mobile
5700,45-54,Americas,Desktop
5701,25-34,Americas,Tablet
5702,45-54,APAC,Tablet
5703,45-54,APAC,Desktop
5704,55+,APAC,Mobile
5705,18-24,EMEA,Tablet
5706,45-54,EMEA,Tablet
5707,18-24,EMEA,Tablet
5708,55+,APAC,Mobile
5709,18-24,Americas,Tablet
5710,25-34,APAC,Desktop
5711,45-54,EMEA,Mobile
5712,18-24,APAC,Tablet
5713,35-44,Americas,Desktop
5714,18-24,EMEA,Desktop
5715,45-54,Americas,Mobile
5716,55+,Americas,Desktop
5717,55+,EMEA,Mobile
5718,45-54,Americas,Mobile
5719,25-34,APAC,Mobile
5720,25-34,Americas,Desktop
5721,55+,Americas,Mobile
5722,55+,Americas,Mobile
5723,45-54,APAC,Desktop
5724,25-34,Americas,Mobile
5725,55+,Americas,Tablet
5726,25-34,APAC,Desktop
5727,55+,EMEA,Desktop
5728,18-24,EMEA,Desktop
5729,35-44,EMEA,Tablet
5730,18-24,Americas,Mobile
5731,55+,EMEA,Desktop
5732,35-44,APAC,Desktop
5733,35-44,Americas,Desktop
5734,55+,Americas,Tablet
5735,55+,Americas,Tablet
5736,25-34,EMEA,Tablet
5737,55+,EMEA,Mobile
5738,45-54,EMEA,Mobile
5739,55+,Americas,Tablet
5740,45-54,APAC,Mobile
5741,55+,Americas,Tablet
5742,25-34,APAC,Mobile
5743,45-54,Americas,Mobile
5744,18-24,APAC,Tablet
5745,45-54,Americas,Desktop
5746,25-34,Americas,Desktop
5747,45-54,APAC,Mobile
5748,55+,APAC,Mobile
5749,55+,APAC,Mobile
5750,25-34,APAC,Mobile
5751,35-44,APAC,Mobile
5752,55+,APAC,Mobile
5753,18-24,APAC,Tablet
5754,25-34,APAC,Desktop
5755,45-54,Americas,Desktop
5756,45-54,APAC,Tablet
5757,18-24,APAC,Tablet
5758,55+,Americas,Desktop
5759,25-34,Americas,Desktop
5760,18-24,EMEA,Mobile
5761,55+,EMEA,Desktop
5762,25-34,APAC,Mobile
5763,45-54,APAC,Mobile
5764,25-34,EMEA,Desktop
5765,35-44,EMEA,Mobile
5766,25-34,APAC,Mobile
5767,35-44,EMEA,Tablet
5768,25-34,APAC,Desktop
5769,35-44,Americas,Tablet
5770,45-54,Americas,Mobile
5771,55+,EMEA,Mobile
5772,35-44,Americas,Tablet
5773,35-44,Americas,Tablet
5774,45-54,Americas,Tablet
5775,35-44,Americas,Mobile
5776,18-24,APAC,Desktop
5777,45-54,APAC,Mobile
5778,18-24,EMEA,Tablet
5779,45-54,Americas,Desktop
5780,35-44,Americas,Tablet
5781,18-24,Americas,Mobile
5782,35-44,EMEA,Desktop
5783,45-54,APAC,Desktop
5784,35-44,Americas,Mobile
5785,18-24,APAC,Tablet
5786,18-24,EMEA,Tablet
5787,35-44,APAC,Tablet
5788,25-34,Americas,Mobile
5789,45-54,APAC,Tablet
5790,45-54,APAC,Desktop
5791,35-44,EMEA,Tablet
5792,25-34,EMEA,Tablet
5793,18-24,EMEA,Desktop
5794,55+,EMEA,Desktop
5795,55+,APAC,Tablet
5796,35-44,APAC,Desktop
5797,25-34,EMEA,Mobile
5798,25-34,EMEA,Desktop
5799,45-54,Americas,Mobile
5800,18-24,Americas,Desktop
5801,25-34,EMEA,Mobile
5802,55+,APAC,Mobile
5803,18-24,EMEA,Tablet
5804,18-24,APAC,Desktop
5805,35-44,APAC,Desktop
5806,25-34,Americas,Desktop
5807,35-44,EMEA,Mobile
5808,25-34,EMEA,Tablet
5809,45-54,APAC,Desktop
5810,35-44,EMEA,Tablet
5811,35-44,Americas,Tablet
5812,55+,Americas,Mobile
5813,35-44,EMEA,Desktop
5814,25-34,EMEA,Tablet
5815,55+,Americas,Desktop
5816,35-44,EMEA,Desktop
5817,35-44,APAC,Desktop
5818,45-54,EMEA,Tablet
5819,35-44,APAC,Mobile
5820,18-24,EMEA,Mobile
5821,55+,EMEA,Tablet
5822,18-24,Americas,Desktop
5823,55+,APAC,Desktop
5824,45-54,Americas,Mobile
5825,35-44,EMEA,Tablet
5826,35-44,Americas,Tablet
5827,35-44,EMEA,Mobile
5828,55+,EMEA,Tablet
5829,35-44,EMEA,Tablet
5830,18-24,APAC,Mobile
5831,35-44,APAC,Mobile
5832,45-54,APAC,Tablet
5833,18-24,Americas,Tablet
5834,35-44,EMEA,Mobile
5835,35-44,Americas,Mobile
5836,25-34,Americas,Desktop
5837,55+,EMEA,Tablet
5838,18-24,Americas,Tablet
5839,25-34,EMEA,Mobile
5840,45-54,EMEA,Mobile
5841,55+,EMEA,Desktop
5842,18-24,EMEA,Desktop
5843,35-44,Americas,Mobile
5844,18-24,Americas,Tablet
5845,35-44,Americas,Desktop
5846,55+,APAC,Mobile
5847,35-44,Americas,Mobile
5848,45-54,Americas,Mobile
5849,35-44,APAC,Tablet
5850,45-54,EMEA,Mobile
5851,55+,EMEA,Mobile
5852,55+,EMEA,Tablet
5853,18-24,APAC,Mobile
5854,45-54,Americas,Mobile
5855,45-54,Americas,Desktop
5856,25-34,Americas,Mobile
5857,25-34,Americas,Tablet
5858,25-34,APAC,Desktop
5859,35-44,Americas,Mobile
5860,25-34,EMEA,Tablet
5861,45-54,APAC,Mobile
5862,35-44,APAC,Desktop
5863,55+,EMEA,Tablet
5864,18-24,EMEA,Desktop
5865,25-34,Americas,Tablet
5866,55+,EMEA,Tablet
5867,45-54,APAC,Mobile
5868,18-24,APAC,Tablet
5869,55+,APAC,Tablet
5870,18-24,Americas,Mobile
5871,25-34,Americas,Tablet
5872,45-54,EMEA,Tablet
5873,18-24,Americas,Tablet
5874,55+,Americas,Tablet
5875,25-34,APAC,Mobile
5876,25-34,APAC,Mobile
5877,55+,EMEA,Desktop
5878,55+,APAC,Tablet
5879,18-24,Americas,Mobile
5880,35-44,EMEA,Tablet
5881,25-34,EMEA,Mobile
5882,18-24,APAC,Desktop
5883,55+,APAC,Tablet
5884,18-24,APAC,Desktop
5885,55+,EMEA,Desktop
5886,45-54,APAC,Desktop
5887,55+,Americas,Mobile
5888,55+,EMEA,Tablet
5889,55+,APAC,Mobile
5890,35-44,Americas,Mobile
5891,55+,Americas,Tablet
5892,25-34,APAC,Tablet
5893,25-34,Americas,Tablet
5894,18-24,EMEA,Tablet
5895,35-44,EMEA,Mobile
5896,18-24,Americas,Tablet
5897,25-34,EMEA,Tablet
5898,25-34,APAC,Tablet
5899,45-54,Americas,Desktop
5900,55+,EMEA,Tablet
5901,25-34,APAC,Tablet
5902,18-24,APAC,Mobile
5903,18-24,EMEA,Desktop
5904,55+,Americas,Mobile
5905,55+,APAC,Desktop
5906,45-54,APAC,Mobile
5907,35-44,APAC,Mobile
5908,18-24,APAC,Tablet
5909,55+,Americas,Tablet
5910,18-24,EMEA,Desktop
5911,55+,EMEA,Desktop
5912,25-34,EMEA,Desktop
5913,18-24,APAC,Tablet
5914,25-34,Americas,Mobile
5915,18-24,EMEA,Desktop
5916,35-44,Americas,Tablet
5917,45-54,EMEA,Tablet
5918,25-34,APAC,Mobile
5919,55+,EMEA,Mobile
5920,35-44,APAC,Tablet
5921,18-24,APAC,Mobile
5922,25-34,EMEA,Mobile
5923,18-24,Americas,Tablet
5924,18-24,APAC,Desktop
5925,18-24,Americas,Desktop
5926,45-54,EMEA,Tablet
5927,45-54,APAC,Desktop
5928,55+,Americas,Tablet
5929,25-34,APAC,Tablet
5930,35-44,EMEA,Mobile
5931,35-44,APAC,Desktop
5932,35-44,EMEA,Tablet
5933,18-24,Americas,Desktop
5934,45-54,APAC,Desktop
5935,25-34,Americas,Desktop
5936,18-24,EMEA,Tablet
5937,45-54,EMEA,Mobile
5938,45-54,Americas,Desktop
5939,25-34,Americas,Tablet
5940,25-34,EMEA,Desktop
5941,25-34,Americas,Mobile
5942,18-24,EMEA,Desktop
5943,55+,Americas,Tablet
5944,25-34,EMEA,Desktop
5945,55+,EMEA,Desktop
5946,18-24,APAC,Desktop
5947,55+,EMEA,Mobile
5948,35-44,EMEA,Desktop
5949,55+,APAC,Tablet
5950,25-34,APAC,Desktop
5951,18-24,Americas,Desktop
5952,25-34,Americas,Desktop
5953,35-44,EMEA,Mobile
5954,25-34,Americas,Tablet
5955,25-34,Americas,Desktop
5956,25-34,EMEA,Tablet
5957,45-54,APAC,Tablet
5958,35-44,APAC,Mobile
5959,25-34,EMEA,Tablet
5960,25-34,EMEA,Desktop
5961,25-34,EMEA,Mobile
5962,18-24,EMEA,Mobile
5963,45-54,EMEA,Tablet
5964,18-24,EMEA,Mobile
5965,45-54,Americas,Tablet
5966,25-34,Americas,Tablet
5967,35-44,Americas,Mobile
5968,55+,APAC,Desktop
5969,55+,EMEA,Tablet
5970,25-34,EMEA,Mobile
5971,18-24,Americas,Mobile
5972,35-44,APAC,Tablet
5973,45-54,Americas,Tablet
5974,25-34,EMEA,Tablet
5975,35-44,EMEA,Tablet
5976,35-44,Americas,Desktop
5977,45-54,Americas,Desktop
5978,35-44,EMEA,Desktop
5979,18-24,Americas,Desktop
5980,18-24,EMEA,Mobile
5981,18-24,Americas,Tablet
5982,35-44,APAC,Mobile
5983,18-24,EMEA,Mobile
5984,45-54,APAC,Desktop
5985,35-44,Americas,Mobile
5986,55+,APAC,Desktop
5987,35-44,Americas,Tablet
5988,45-54,APAC,Desktop
5989,55+,APAC,Tablet
5990,35-44,APAC,Desktop
5991,18-24,EMEA,Mobile
5992,25-34,APAC,Mobile
5993,25-34,Americas,Desktop
5994,18-24,Americas,Tablet
5995,25-34,EMEA,Tablet
5996,25-34,EMEA,Desktop
5997,18-24,Americas,Mobile
5998,18-24,APAC,Tablet
5999,35-44,Americas,Desktop
6000,35-44,EMEA,Tablet
6001,18-24,EMEA,Mobile
6002,45-54,Americas,Tablet
6003,25-34,APAC,Desktop
6004,35-44,APAC,Tablet
6005,25-34,EMEA,Tablet
6006,55+,Americas,Mobile
6007,18-24,Americas,Mobile
6008,45-54,EMEA,Mobile
6009,55+,Americas,Mobile
6010,55+,EMEA,Desktop
6011,55+,APAC,Tablet
6012,18-24,APAC,Tablet
6013,35-44,Americas,Tablet
6014,18-24,APAC,Tablet
6015,35-44,APAC,Desktop
6016,55+,EMEA,Mobile
6017,55+,EMEA,Tablet
6018,45-54,Americas,Tablet
6019,35-44,EMEA,Mobile
6020,55+,Americas,Mobile
6021,25-34,Americas,Tablet
6022,45-54,EMEA,Mobile
6023,18-24,APAC,Tablet
6024,45-54,APAC,Tablet
6025,25-34,APAC,Tablet
6026,35-44,APAC,Tablet
6027,18-24,Americas,Tablet
6028,18-24,APAC,Tablet
6029,35-44,Americas,Mobile
6030,45-54,EMEA,Desktop
6031,55+,EMEA,Desktop
6032,45-54,Americas,Tablet
6033,25-34,APAC,Mobile
6034,55+,Americas,Tablet
6035,45-54,APAC,Mobile
6036,35-44,APAC,Tablet
6037,25-34,Americas,Tablet
6038,25-34,Americas,Desktop
6039,25-34,APAC,Mobile
6040,55+,Americas,Mobile
6041,18-24,APAC,Desktop
6042,55+,Americas,Desktop
6043,45-54,EMEA,Desktop
6044,18-24,APAC,Desktop
6045,45-54,EMEA,Mobile
6046,18-24,Americas,Mobile
6047,55+,EMEA,Desktop
6048,25-34,Americas,Tablet
6049,35-44,APAC,Tablet
6050,25-34,Americas,Tablet
6051,55+,Americas,Tablet
6052,18-24,APAC,Mobile
6053,25-34,Americas,Mobile
6054,55+,APAC,Mobile
6055,45-54,Americas,Tablet
6056,35-44,APAC,Desktop
6057,25-34,EMEA,Tablet
6058,18-24,Americas,Mobile
6059,45-54,Americas,Tablet
6060,55+,Americas,Desktop
6061,35-44,APAC,Desktop
6062,18-24,Americas,Tablet
6063,55+,APAC,Mobile
6064,55+,Americas,Mobile
6065,25-34,EMEA,Mobile
